#  L    TT    EE     BB    EB
5034    3.70008E-01    9.61715E-03    1.34423E-03    -1.28904E-02
5035    3.65793E-01    9.50732E-03    1.39024E-03    -1.25382E-02
5036    3.68180E-01    9.63281E-03    1.36858E-03    -1.24573E-02
5037    3.65593E-01    9.49168E-03    1.38554E-03    -1.26386E-02
5038    3.69585E-01    9.58893E-03    1.40912E-03    -1.30656E-02
5039    3.67678E-01    9.66986E-03    1.38070E-03    -1.33030E-02
5040    3.69182E-01    9.46439E-03    1.43513E-03    -1.35899E-02
5041    3.64233E-01    9.53774E-03    1.41642E-03    -1.20228E-02
5042    3.62732E-01    9.65949E-03    1.41030E-03    -1.35076E-02
5043    3.61022E-01    9.49218E-03    1.41200E-03    -1.21279E-02
5044    3.60512E-01    9.53204E-03    1.37949E-03    -1.26130E-02
5045    3.67864E-01    9.56360E-03    1.40244E-03    -1.32055E-02
5046    3.63290E-01    9.38686E-03    1.38604E-03    -1.25641E-02
5047    3.67453E-01    9.30093E-03    1.41208E-03    -1.32391E-02
5048    3.63940E-01    9.40600E-03    1.39746E-03    -1.24853E-02
5049    3.57564E-01    9.37042E-03    1.40845E-03    -1.29180E-02
5050    3.64188E-01    9.55756E-03    1.36690E-03    -1.18569E-02
5051    3.56647E-01    9.39878E-03    1.37291E-03    -1.28811E-02
5052    3.58170E-01    9.44387E-03    1.38403E-03    -1.20886E-02
5053    3.65303E-01    9.50349E-03    1.34878E-03    -1.35230E-02
5054    3.57540E-01    9.32431E-03    1.37085E-03    -1.30091E-02
5055    3.65805E-01    9.40546E-03    1.36850E-03    -1.25073E-02
5056    3.58571E-01    9.41683E-03    1.39838E-03    -1.17125E-02
5057    3.68084E-01    9.58783E-03    1.40003E-03    -1.35263E-02
5058    3.57145E-01    9.01598E-03    1.37512E-03    -1.10687E-02
5059    3.45742E-01    9.45059E-03    1.32750E-03    -1.24694E-02
5060    3.45648E-01    9.18095E-03    1.37817E-03    -1.22124E-02
5061    3.48301E-01    9.15727E-03    1.36575E-03    -1.19231E-02
5062    3.52750E-01    9.05985E-03    1.37867E-03    -1.22578E-02
5063    3.61641E-01    8.99699E-03    1.36196E-03    -1.18155E-02
5064    3.54146E-01    9.10175E-03    1.36292E-03    -1.20551E-02
5065    3.45310E-01    9.33472E-03    1.35135E-03    -1.28257E-02
5066    3.53011E-01    9.26246E-03    1.34916E-03    -1.22405E-02
5067    3.58486E-01    9.14844E-03    1.36695E-03    -1.17244E-02
5068    3.47539E-01    9.09665E-03    1.36256E-03    -1.21199E-02
5069    3.50042E-01    9.17106E-03    1.31438E-03    -1.17070E-02
5070    3.51696E-01    9.22539E-03    1.32868E-03    -1.23599E-02
5071    3.56954E-01    9.01107E-03    1.32387E-03    -1.08573E-02
5072    3.41739E-01    8.99103E-03    1.35186E-03    -1.15782E-02
5073    3.50093E-01    8.93523E-03    1.36630E-03    -1.21073E-02
5074    3.36180E-01    9.02510E-03    1.33535E-03    -1.15251E-02
5075    3.49959E-01    8.83517E-03    1.31590E-03    -1.16575E-02
5076    3.45858E-01    9.03302E-03    1.34999E-03    -1.20285E-02
5077    3.40807E-01    8.82635E-03    1.31317E-03    -1.12627E-02
5078    3.40805E-01    9.07214E-03    1.36120E-03    -1.15977E-02
5079    3.42346E-01    9.17500E-03    1.31636E-03    -1.19690E-02
5080    3.55705E-01    8.73048E-03    1.34617E-03    -1.10981E-02
5081    3.44883E-01    9.05486E-03    1.37100E-03    -1.13637E-02
5082    3.34780E-01    8.92949E-03    1.31979E-03    -1.16071E-02
5083    3.40212E-01    9.06189E-03    1.31719E-03    -1.16471E-02
5084    3.42048E-01    8.97823E-03    1.32411E-03    -1.28502E-02
5085    3.35238E-01    8.86405E-03    1.36531E-03    -1.21763E-02
5086    3.40518E-01    8.86708E-03    1.32218E-03    -1.24884E-02
5087    3.28566E-01    8.92766E-03    1.33642E-03    -1.16691E-02
5088    3.37624E-01    8.84506E-03    1.32754E-03    -1.09408E-02
5089    3.37068E-01    8.74527E-03    1.33852E-03    -1.06901E-02
5090    3.31889E-01    8.58338E-03    1.31132E-03    -1.05880E-02
5091    3.33548E-01    8.78481E-03    1.37004E-03    -1.21852E-02
5092    3.35509E-01    8.50139E-03    1.33238E-03    -1.06782E-02
5093    3.36585E-01    9.05175E-03    1.30187E-03    -1.11009E-02
5094    3.32929E-01    8.62720E-03    1.30992E-03    -1.16463E-02
5095    3.26343E-01    8.56570E-03    1.29411E-03    -1.05084E-02
5096    3.28173E-01    8.33962E-03    1.36334E-03    -1.06186E-02
5097    3.28927E-01    8.49728E-03    1.29403E-03    -1.12865E-02
5098    3.33317E-01    8.57053E-03    1.32729E-03    -1.10553E-02
5099    3.30535E-01    8.38984E-03    1.30785E-03    -1.09328E-02
5100    3.26648E-01    8.80876E-03    1.31310E-03    -1.11654E-02
5101    3.27310E-01    8.44561E-03    1.30643E-03    -1.04005E-02
5102    3.42227E-01    8.46768E-03    1.25894E-03    -1.04957E-02
5103    3.33771E-01    8.57294E-03    1.28229E-03    -1.14361E-02
5104    3.33511E-01    8.47180E-03    1.31773E-03    -1.13521E-02
5105    3.28930E-01    8.40680E-03    1.32066E-03    -1.07347E-02
5106    3.26428E-01    8.32161E-03    1.32230E-03    -1.15711E-02
5107    3.26656E-01    8.46225E-03    1.34422E-03    -1.14737E-02
5108    3.24754E-01    8.41124E-03    1.28165E-03    -1.10095E-02
5109    3.25648E-01    8.56507E-03    1.31027E-03    -1.06331E-02
5110    3.29683E-01    8.03576E-03    1.28075E-03    -1.13271E-02
5111    3.21305E-01    8.27318E-03    1.28521E-03    -1.10385E-02
5112    3.26082E-01    8.25098E-03    1.27569E-03    -1.16618E-02
5113    3.21164E-01    8.20540E-03    1.28504E-03    -1.14548E-02
5114    3.20967E-01    8.20684E-03    1.27742E-03    -1.02477E-02
5115    3.20820E-01    8.44847E-03    1.29438E-03    -1.13306E-02
5116    3.20639E-01    8.30339E-03    1.29704E-03    -1.07992E-02
5117    3.20948E-01    8.36501E-03    1.27454E-03    -1.09234E-02
5118    3.22046E-01    8.35743E-03    1.29314E-03    -1.11763E-02
5119    3.19249E-01    8.37894E-03    1.29315E-03    -1.11246E-02
5120    3.25300E-01    8.12372E-03    1.29256E-03    -1.09823E-02
5121    3.16207E-01    8.06478E-03    1.30610E-03    -1.02770E-02
5122    3.24186E-01    8.37197E-03    1.27150E-03    -1.06466E-02
5123    3.21791E-01    8.19339E-03    1.28585E-03    -1.10168E-02
5124    3.07567E-01    8.29605E-03    1.27764E-03    -1.07057E-02
5125    3.18983E-01    8.10182E-03    1.26385E-03    -1.10508E-02
5126    3.11304E-01    7.92611E-03    1.24798E-03    -1.07959E-02
5127    3.18187E-01    8.11572E-03    1.24415E-03    -1.06665E-02
5128    3.20883E-01    8.11126E-03    1.24815E-03    -1.10937E-02
5129    3.27892E-01    7.96387E-03    1.23195E-03    -1.05509E-02
5130    3.17647E-01    8.13594E-03    1.26447E-03    -1.06198E-02
5131    3.19415E-01    7.96164E-03    1.24690E-03    -9.93268E-03
5132    3.13333E-01    8.01139E-03    1.24126E-03    -1.06013E-02
5133    3.05844E-01    7.87268E-03    1.24750E-03    -1.03910E-02
5134    3.13479E-01    8.02619E-03    1.27073E-03    -1.07839E-02
5135    3.10521E-01    8.10772E-03    1.27936E-03    -1.04659E-02
5136    3.13568E-01    8.18954E-03    1.23025E-03    -1.13835E-02
5137    3.05922E-01    7.93859E-03    1.29341E-03    -9.41636E-03
5138    3.12771E-01    7.89195E-03    1.25442E-03    -1.01501E-02
5139    3.09697E-01    7.89156E-03    1.27523E-03    -9.90181E-03
5140    3.09676E-01    8.14560E-03    1.28891E-03    -1.04880E-02
5141    3.11200E-01    8.09665E-03    1.23851E-03    -1.08005E-02
5142    3.09993E-01    7.92277E-03    1.27576E-03    -1.12607E-02
5143    3.12201E-01    7.95074E-03    1.22034E-03    -1.12835E-02
5144    3.10437E-01    7.92740E-03    1.22667E-03    -1.14908E-02
5145    3.12085E-01    7.83708E-03    1.23911E-03    -1.06846E-02
5146    2.99052E-01    8.03157E-03    1.26219E-03    -1.04527E-02
5147    3.07302E-01    7.93583E-03    1.24657E-03    -1.00511E-02
5148    2.99219E-01    7.73493E-03    1.22190E-03    -1.03093E-02
5149    3.06586E-01    7.76705E-03    1.26011E-03    -1.02282E-02
5150    3.04538E-01    7.77230E-03    1.20253E-03    -1.04706E-02
5151    3.05697E-01    7.77774E-03    1.23726E-03    -9.60555E-03
5152    3.02085E-01    7.74606E-03    1.25560E-03    -1.06019E-02
5153    3.06540E-01    7.68016E-03    1.21598E-03    -1.02553E-02
5154    2.95832E-01    7.77120E-03    1.23420E-03    -1.01919E-02
5155    3.00383E-01    7.76881E-03    1.22422E-03    -1.01039E-02
5156    2.97723E-01    7.89335E-03    1.25535E-03    -1.03563E-02
5157    2.95654E-01    7.76314E-03    1.22611E-03    -1.00607E-02
5158    2.98339E-01    7.69350E-03    1.22295E-03    -1.02656E-02
5159    3.08413E-01    7.54716E-03    1.19924E-03    -1.02757E-02
5160    2.99521E-01    7.51554E-03    1.24016E-03    -1.03872E-02
5161    2.97287E-01    7.73981E-03    1.21417E-03    -1.03849E-02
5162    2.97719E-01    7.56407E-03    1.21105E-03    -1.00348E-02
5163    3.00252E-01    7.64530E-03    1.22121E-03    -9.71691E-03
5164    2.96405E-01    7.65096E-03    1.20664E-03    -9.98959E-03
5165    2.96758E-01    7.46425E-03    1.23585E-03    -1.01687E-02
5166    2.90769E-01    7.28639E-03    1.20622E-03    -9.67497E-03
5167    2.92554E-01    7.48155E-03    1.22289E-03    -1.01310E-02
5168    2.90063E-01    7.52984E-03    1.23672E-03    -9.25764E-03
5169    2.98981E-01    7.38864E-03    1.20275E-03    -9.54986E-03
5170    2.91321E-01    7.44781E-03    1.20918E-03    -9.48144E-03
5171    2.90659E-01    7.38214E-03    1.27436E-03    -1.04604E-02
5172    2.97480E-01    7.44951E-03    1.21665E-03    -9.54009E-03
5173    2.95541E-01    7.74883E-03    1.22827E-03    -9.68811E-03
5174    2.92832E-01    7.40003E-03    1.23805E-03    -9.56987E-03
5175    3.02262E-01    7.41279E-03    1.20734E-03    -1.02096E-02
5176    2.87465E-01    7.19509E-03    1.21559E-03    -9.33234E-03
5177    2.87596E-01    7.29910E-03    1.21513E-03    -9.49799E-03
5178    2.89445E-01    7.48503E-03    1.19021E-03    -9.83622E-03
5179    2.91136E-01    7.24215E-03    1.20569E-03    -1.01519E-02
5180    2.87261E-01    7.20697E-03    1.17828E-03    -9.86415E-03
5181    2.88446E-01    7.31901E-03    1.20280E-03    -9.75910E-03
5182    2.81831E-01    7.30662E-03    1.21331E-03    -9.28487E-03
5183    2.85006E-01    7.32391E-03    1.21421E-03    -9.47729E-03
5184    2.86083E-01    7.13612E-03    1.13651E-03    -1.01357E-02
5185    2.84503E-01    7.42154E-03    1.15822E-03    -9.74342E-03
5186    2.85862E-01    7.33905E-03    1.21757E-03    -9.89850E-03
5187    2.86903E-01    7.27674E-03    1.18336E-03    -9.44454E-03
5188    2.88075E-01    7.15139E-03    1.20420E-03    -9.61971E-03
5189    2.88828E-01    7.25338E-03    1.18809E-03    -1.03672E-02
5190    2.85592E-01    7.23323E-03    1.19144E-03    -9.49547E-03
5191    2.85694E-01    7.14502E-03    1.16522E-03    -9.34786E-03
5192    2.79597E-01    7.16976E-03    1.18848E-03    -8.88679E-03
5193    2.84561E-01    7.11828E-03    1.18927E-03    -9.56526E-03
5194    2.81815E-01    7.29746E-03    1.19717E-03    -9.14379E-03
5195    2.78252E-01    7.05897E-03    1.19901E-03    -8.98614E-03
5196    2.80634E-01    7.03594E-03    1.18374E-03    -8.94950E-03
5197    2.79785E-01    7.08884E-03    1.19228E-03    -9.80508E-03
5198    2.79807E-01    7.07319E-03    1.19003E-03    -9.71247E-03
5199    2.77098E-01    7.09337E-03    1.18604E-03    -9.62602E-03
5200    2.78651E-01    7.03252E-03    1.16339E-03    -8.77503E-03
5201    2.77794E-01    7.05801E-03    1.17333E-03    -9.33870E-03
5202    2.80689E-01    6.99679E-03    1.14516E-03    -9.47307E-03
5203    2.75579E-01    7.03099E-03    1.19844E-03    -9.05965E-03
5204    2.71009E-01    7.08282E-03    1.17905E-03    -8.73024E-03
5205    2.80090E-01    7.19055E-03    1.20069E-03    -9.06864E-03
5206    2.81314E-01    7.10454E-03    1.17175E-03    -1.01315E-02
5207    2.72165E-01    7.02211E-03    1.16415E-03    -8.77406E-03
5208    2.76604E-01    7.03089E-03    1.17464E-03    -8.79159E-03
5209    2.78216E-01    6.78268E-03    1.16668E-03    -8.82451E-03
5210    2.75944E-01    6.78087E-03    1.17445E-03    -8.70203E-03
5211    2.75636E-01    6.95675E-03    1.16267E-03    -8.76673E-03
5212    2.83195E-01    6.91799E-03    1.15462E-03    -9.88368E-03
5213    2.75567E-01    6.84804E-03    1.15247E-03    -8.94384E-03
5214    2.68829E-01    6.84839E-03    1.16268E-03    -9.47218E-03
5215    2.73352E-01    6.75640E-03    1.13602E-03    -8.91676E-03
5216    2.78068E-01    6.79051E-03    1.14383E-03    -9.31017E-03
5217    2.68222E-01    6.69116E-03    1.17590E-03    -8.23610E-03
5218    2.65997E-01    6.70000E-03    1.14135E-03    -9.70717E-03
5219    2.74782E-01    6.89055E-03    1.15713E-03    -9.42245E-03
5220    2.67201E-01    6.83383E-03    1.13394E-03    -8.12374E-03
5221    2.67191E-01    6.76508E-03    1.15309E-03    -9.04258E-03
5222    2.61382E-01    6.77187E-03    1.15136E-03    -8.95149E-03
5223    2.65101E-01    6.90074E-03    1.15277E-03    -9.30275E-03
5224    2.73149E-01    6.69184E-03    1.13728E-03    -8.90117E-03
5225    2.61438E-01    6.72488E-03    1.12087E-03    -7.75962E-03
5226    2.72564E-01    6.64521E-03    1.13568E-03    -8.74854E-03
5227    2.65685E-01    6.77831E-03    1.16361E-03    -8.49769E-03
5228    2.68381E-01    6.76154E-03    1.13627E-03    -9.28179E-03
5229    2.71998E-01    6.70299E-03    1.11006E-03    -9.05417E-03
5230    2.64892E-01    6.86018E-03    1.14123E-03    -8.43643E-03
5231    2.69979E-01    6.60601E-03    1.14886E-03    -9.40398E-03
5232    2.66403E-01    6.90951E-03    1.12457E-03    -9.18546E-03
5233    2.59843E-01    6.69268E-03    1.14908E-03    -9.18267E-03
5234    2.68092E-01    6.59118E-03    1.12550E-03    -8.87544E-03
5235    2.61506E-01    6.68760E-03    1.11628E-03    -9.04330E-03
5236    2.68089E-01    6.54552E-03    1.12974E-03    -8.58988E-03
5237    2.59930E-01    6.69944E-03    1.12534E-03    -8.87664E-03
5238    2.53137E-01    6.45882E-03    1.16312E-03    -8.53691E-03
5239    2.56250E-01    6.59278E-03    1.13910E-03    -8.68066E-03
5240    2.66025E-01    6.66963E-03    1.10572E-03    -8.52932E-03
5241    2.57844E-01    6.47038E-03    1.12886E-03    -8.99298E-03
5242    2.59237E-01    6.61476E-03    1.12554E-03    -7.88774E-03
5243    2.58086E-01    6.44058E-03    1.11500E-03    -8.75105E-03
5244    2.51130E-01    6.62780E-03    1.11371E-03    -8.41618E-03
5245    2.58841E-01    6.63988E-03    1.11162E-03    -7.81115E-03
5246    2.53641E-01    6.56389E-03    1.13392E-03    -8.45844E-03
5247    2.53485E-01    6.46437E-03    1.10175E-03    -8.30549E-03
5248    2.59653E-01    6.34011E-03    1.10472E-03    -8.70421E-03
5249    2.51647E-01    6.28820E-03    1.10575E-03    -7.82782E-03
5250    2.57880E-01    6.35475E-03    1.08411E-03    -9.22285E-03
5251    2.60022E-01    6.27522E-03    1.09758E-03    -8.47614E-03
5252    2.54972E-01    6.28036E-03    1.13324E-03    -7.78040E-03
5253    2.57086E-01    6.39413E-03    1.12664E-03    -8.77071E-03
5254    2.60269E-01    6.32909E-03    1.10995E-03    -8.68488E-03
5255    2.57630E-01    6.27286E-03    1.10007E-03    -8.59679E-03
5256    2.51891E-01    6.22418E-03    1.09280E-03    -7.81953E-03
5257    2.57538E-01    6.31384E-03    1.08731E-03    -7.98158E-03
5258    2.54246E-01    6.37967E-03    1.10440E-03    -7.53822E-03
5259    2.50852E-01    6.28311E-03    1.09394E-03    -8.79534E-03
5260    2.52957E-01    6.26992E-03    1.09571E-03    -8.23419E-03
5261    2.49768E-01    6.29215E-03    1.12073E-03    -8.14631E-03
5262    2.48526E-01    6.19485E-03    1.09182E-03    -7.84895E-03
5263    2.45266E-01    6.13699E-03    1.11082E-03    -7.86968E-03
5264    2.44602E-01    6.20727E-03    1.08635E-03    -7.88033E-03
5265    2.49983E-01    6.15660E-03    1.13298E-03    -8.02035E-03
5266    2.50151E-01    6.24417E-03    1.10231E-03    -8.72709E-03
5267    2.50211E-01    6.21105E-03    1.09440E-03    -8.51429E-03
5268    2.48736E-01    6.14291E-03    1.10023E-03    -8.07204E-03
5269    2.47266E-01    6.27368E-03    1.07391E-03    -9.07598E-03
5270    2.45667E-01    6.34192E-03    1.11837E-03    -8.60600E-03
5271    2.51242E-01    6.17080E-03    1.08779E-03    -8.04370E-03
5272    2.45190E-01    6.28087E-03    1.09288E-03    -8.31649E-03
5273    2.49154E-01    6.31136E-03    1.09133E-03    -8.28579E-03
5274    2.41868E-01    6.15614E-03    1.08651E-03    -8.05764E-03
5275    2.49328E-01    6.00410E-03    1.09557E-03    -7.60538E-03
5276    2.50375E-01    6.01871E-03    1.10126E-03    -7.89702E-03
5277    2.42817E-01    6.03585E-03    1.08726E-03    -8.00192E-03
5278    2.46022E-01    6.17784E-03    1.09628E-03    -8.21685E-03
5279    2.44292E-01    5.99598E-03    1.07519E-03    -8.19279E-03
5280    2.38396E-01    6.11295E-03    1.06725E-03    -7.68485E-03
5281    2.40914E-01    6.07115E-03    1.07883E-03    -8.68928E-03
5282    2.46672E-01    6.05293E-03    1.06949E-03    -8.04804E-03
5283    2.41312E-01    5.99522E-03    1.07828E-03    -8.36370E-03
5284    2.41054E-01    5.96743E-03    1.07380E-03    -7.67919E-03
5285    2.40266E-01    5.96702E-03    1.09052E-03    -7.99729E-03
5286    2.43339E-01    6.03514E-03    1.07302E-03    -8.03325E-03
5287    2.40748E-01    5.92765E-03    1.05334E-03    -7.28488E-03
5288    2.44316E-01    6.00410E-03    1.06111E-03    -7.68291E-03
5289    2.38972E-01    5.93697E-03    1.06002E-03    -7.29952E-03
5290    2.33253E-01    5.80796E-03    1.05356E-03    -7.72023E-03
5291    2.43743E-01    5.91056E-03    1.04879E-03    -7.24219E-03
5292    2.37845E-01    5.84849E-03    1.07289E-03    -7.66366E-03
5293    2.39801E-01    5.90622E-03    1.05589E-03    -8.14029E-03
5294    2.36855E-01    5.80861E-03    1.07733E-03    -7.58710E-03
5295    2.44903E-01    5.86848E-03    1.05346E-03    -7.50853E-03
5296    2.40963E-01    5.85874E-03    1.02590E-03    -6.94689E-03
5297    2.36978E-01    5.86874E-03    1.04951E-03    -7.61448E-03
5298    2.35760E-01    5.85635E-03    1.04089E-03    -7.63977E-03
5299    2.32604E-01    5.89152E-03    1.04866E-03    -7.96873E-03
5300    2.32723E-01    5.87022E-03    1.06374E-03    -6.99828E-03
5301    2.42050E-01    5.72490E-03    1.06099E-03    -8.12727E-03
5302    2.39229E-01    5.74101E-03    1.04421E-03    -7.41455E-03
5303    2.29457E-01    5.64089E-03    1.02910E-03    -7.73367E-03
5304    2.34551E-01    5.82712E-03    1.02762E-03    -7.69058E-03
5305    2.32541E-01    5.74204E-03    1.03099E-03    -7.37119E-03
5306    2.33845E-01    5.80348E-03    1.04540E-03    -7.41363E-03
5307    2.33991E-01    5.79293E-03    1.04432E-03    -7.62357E-03
5308    2.35756E-01    5.77648E-03    1.03484E-03    -7.26572E-03
5309    2.33506E-01    5.59963E-03    1.03316E-03    -7.40853E-03
5310    2.31048E-01    5.60976E-03    1.02464E-03    -7.56332E-03
5311    2.34808E-01    5.74169E-03    1.04962E-03    -7.42577E-03
5312    2.32411E-01    5.70638E-03    1.03698E-03    -7.52886E-03
5313    2.31360E-01    5.76590E-03    1.03517E-03    -7.57463E-03
5314    2.28369E-01    5.61751E-03    1.03544E-03    -7.07624E-03
5315    2.33022E-01    5.74021E-03    1.03684E-03    -7.11202E-03
5316    2.30781E-01    5.55891E-03    1.03455E-03    -7.81995E-03
5317    2.28247E-01    5.60687E-03    1.06656E-03    -7.34167E-03
5318    2.27827E-01    5.59213E-03    1.04100E-03    -7.38942E-03
5319    2.25299E-01    5.62792E-03    1.03442E-03    -7.47496E-03
5320    2.24644E-01    5.63005E-03    1.05167E-03    -6.74236E-03
5321    2.29907E-01    5.64824E-03    1.04825E-03    -7.10707E-03
5322    2.27461E-01    5.57652E-03    1.02726E-03    -7.26560E-03
5323    2.20885E-01    5.56857E-03    1.01834E-03    -6.98042E-03
5324    2.24478E-01    5.55465E-03    1.02070E-03    -7.55394E-03
5325    2.25288E-01    5.54048E-03    1.04589E-03    -7.32822E-03
5326    2.22731E-01    5.48593E-03    1.02099E-03    -6.99216E-03
5327    2.25318E-01    5.53791E-03    1.01239E-03    -7.29199E-03
