# L    TT    EE    BB    TE    PP    TP    EP
3407    9.27680E+00    2.78173E-01    2.03376E-35    -2.70957E-01    2.92885E-10    7.45342E-08    2.25735E-09
3408    9.23675E+00    2.78354E-01    2.23321E-35    -2.67584E-01    2.92579E-10    7.43097E-08    2.26904E-09
3409    9.19680E+00    2.78552E-01    2.41187E-35    -2.64304E-01    2.92273E-10    7.40862E-08    2.28043E-09
3410    9.15689E+00    2.78766E-01    2.57041E-35    -2.61117E-01    2.91967E-10    7.38635E-08    2.29154E-09
3411    9.11710E+00    2.78995E-01    2.70948E-35    -2.58024E-01    2.91661E-10    7.36417E-08    2.30235E-09
3412    9.07733E+00    2.79239E-01    2.82975E-35    -2.55026E-01    2.91356E-10    7.34209E-08    2.31288E-09
3413    9.03768E+00    2.79499E-01    2.93187E-35    -2.52121E-01    2.91051E-10    7.32009E-08    2.32311E-09
3414    8.99814E+00    2.79771E-01    3.01651E-35    -2.49311E-01    2.90747E-10    7.29819E-08    2.33306E-09
3415    8.95871E+00    2.80058E-01    3.08433E-35    -2.46596E-01    2.90443E-10    7.27638E-08    2.34272E-09
3416    8.91931E+00    2.80358E-01    3.13600E-35    -2.43974E-01    2.90139E-10    7.25467E-08    2.35210E-09
3417    8.88009E+00    2.80670E-01    3.17216E-35    -2.41447E-01    2.89835E-10    7.23305E-08    2.36119E-09
3418    8.84097E+00    2.80994E-01    3.19349E-35    -2.39014E-01    2.89532E-10    7.21153E-08    2.37000E-09
3419    8.80204E+00    2.81331E-01    3.20065E-35    -2.36675E-01    2.89229E-10    7.19012E-08    2.37852E-09
3420    8.76314E+00    2.81678E-01    3.19429E-35    -2.34430E-01    2.88926E-10    7.16880E-08    2.38676E-09
3421    8.72442E+00    2.82036E-01    3.17508E-35    -2.32279E-01    2.88624E-10    7.14758E-08    2.39472E-09
3422    8.68587E+00    2.82405E-01    3.14368E-35    -2.30221E-01    2.88322E-10    7.12646E-08    2.40239E-09
3423    8.64743E+00    2.82784E-01    3.10075E-35    -2.28256E-01    2.88020E-10    7.10545E-08    2.40979E-09
3424    8.60917E+00    2.83171E-01    3.04695E-35    -2.26384E-01    2.87718E-10    7.08454E-08    2.41690E-09
3425    8.57101E+00    2.83567E-01    2.98294E-35    -2.24606E-01    2.87417E-10    7.06373E-08    2.42374E-09
3426    8.53310E+00    2.83972E-01    2.90939E-35    -2.22919E-01    2.87116E-10    7.04304E-08    2.43029E-09
3427    8.49528E+00    2.84384E-01    2.82696E-35    -2.21324E-01    2.86815E-10    7.02245E-08    2.43657E-09
3428    8.45765E+00    2.84803E-01    2.73630E-35    -2.19821E-01    2.86515E-10    7.00197E-08    2.44257E-09
3429    8.42019E+00    2.85229E-01    2.63808E-35    -2.18409E-01    2.86215E-10    6.98159E-08    2.44830E-09
3430    8.38290E+00    2.85662E-01    2.53296E-35    -2.17087E-01    2.85915E-10    6.96134E-08    2.45375E-09
3431    8.34579E+00    2.86100E-01    2.42160E-35    -2.15855E-01    2.85616E-10    6.94119E-08    2.45892E-09
3432    8.30884E+00    2.86544E-01    2.30467E-35    -2.14712E-01    2.85317E-10    6.92115E-08    2.46382E-09
3433    8.27215E+00    2.86992E-01    2.18282E-35    -2.13658E-01    2.85018E-10    6.90124E-08    2.46845E-09
3434    8.23562E+00    2.87445E-01    2.05671E-35    -2.12691E-01    2.84719E-10    6.88143E-08    2.47280E-09
3435    8.19927E+00    2.87901E-01    1.92701E-35    -2.11812E-01    2.84421E-10    6.86175E-08    2.47688E-09
3436    8.16315E+00    2.88361E-01    1.79438E-35    -2.11019E-01    2.84123E-10    6.84218E-08    2.48070E-09
3437    8.12721E+00    2.88823E-01    1.65948E-35    -2.10312E-01    2.83825E-10    6.82273E-08    2.48424E-09
3438    8.09151E+00    2.89288E-01    1.52297E-35    -2.09690E-01    2.83528E-10    6.80340E-08    2.48751E-09
3439    8.05606E+00    2.89754E-01    1.38550E-35    -2.09153E-01    2.83231E-10    6.78419E-08    2.49051E-09
3440    8.02077E+00    2.90223E-01    1.24776E-35    -2.08699E-01    2.82934E-10    6.76510E-08    2.49324E-09
3441    7.98572E+00    2.90691E-01    1.11038E-35    -2.08328E-01    2.82637E-10    6.74614E-08    2.49571E-09
3442    7.95091E+00    2.91160E-01    9.74048E-36    -2.08039E-01    2.82341E-10    6.72730E-08    2.49791E-09
3443    7.91635E+00    2.91628E-01    8.39408E-36    -2.07830E-01    2.82045E-10    6.70859E-08    2.49984E-09
3444    7.88202E+00    2.92096E-01    7.07127E-36    -2.07702E-01    2.81750E-10    6.69001E-08    2.50151E-09
3445    7.84785E+00    2.92563E-01    5.77865E-36    -2.07651E-01    2.81454E-10    6.67155E-08    2.50292E-09
3446    7.81400E+00    2.93028E-01    4.52285E-36    -2.07680E-01    2.81159E-10    6.65322E-08    2.50406E-09
3447    7.78039E+00    2.93491E-01    3.31046E-36    -2.07784E-01    2.80864E-10    6.63502E-08    2.50494E-09
3448    7.74708E+00    2.93952E-01    2.14812E-36    -2.07965E-01    2.80570E-10    6.61696E-08    2.50555E-09
3449    7.71394E+00    2.94410E-01    1.04243E-36    -2.08220E-01    2.80276E-10    6.59903E-08    2.50591E-09
3450    7.68111E+00    2.94865E-01    0.00000E+00    -2.08549E-01    2.79982E-10    6.58123E-08    2.50600E-09
3451    7.64852E+00    2.95315E-01    -9.73949E-37    -2.08949E-01    2.79688E-10    6.56356E-08    2.50583E-09
3452    7.61615E+00    2.95761E-01    -1.87979E-36    -2.09421E-01    2.79395E-10    6.54603E-08    2.50541E-09
3453    7.58410E+00    2.96203E-01    -2.71930E-36    -2.09965E-01    2.79102E-10    6.52864E-08    2.50473E-09
3454    7.55235E+00    2.96640E-01    -3.49425E-36    -2.10576E-01    2.78809E-10    6.51138E-08    2.50379E-09
3455    7.52084E+00    2.97071E-01    -4.20641E-36    -2.11257E-01    2.78517E-10    6.49425E-08    2.50260E-09
3456    7.48956E+00    2.97495E-01    -4.85755E-36    -2.12005E-01    2.78225E-10    6.47726E-08    2.50116E-09
3457    7.45858E+00    2.97914E-01    -5.44945E-36    -2.12821E-01    2.77933E-10    6.46041E-08    2.49946E-09
3458    7.42791E+00    2.98326E-01    -5.98388E-36    -2.13701E-01    2.77641E-10    6.44369E-08    2.49752E-09
3459    7.39746E+00    2.98731E-01    -6.46260E-36    -2.14645E-01    2.77350E-10    6.42710E-08    2.49533E-09
3460    7.36732E+00    2.99128E-01    -6.88739E-36    -2.15653E-01    2.77059E-10    6.41065E-08    2.49290E-09
3461    7.33749E+00    2.99518E-01    -7.26003E-36    -2.16722E-01    2.76768E-10    6.39434E-08    2.49022E-09
3462    7.30795E+00    2.99898E-01    -7.58228E-36    -2.17854E-01    2.76478E-10    6.37816E-08    2.48730E-09
3463    7.27864E+00    3.00270E-01    -7.85592E-36    -2.19044E-01    2.76187E-10    6.36212E-08    2.48414E-09
3464    7.24971E+00    3.00633E-01    -8.08272E-36    -2.20294E-01    2.75898E-10    6.34621E-08    2.48074E-09
3465    7.22100E+00    3.00987E-01    -8.26444E-36    -2.21601E-01    2.75608E-10    6.33044E-08    2.47710E-09
3466    7.19259E+00    3.01331E-01    -8.40288E-36    -2.22964E-01    2.75319E-10    6.31480E-08    2.47322E-09
3467    7.16448E+00    3.01665E-01    -8.49978E-36    -2.24381E-01    2.75030E-10    6.29930E-08    2.46911E-09
3468    7.13667E+00    3.01988E-01    -8.55693E-36    -2.25853E-01    2.74741E-10    6.28394E-08    2.46477E-09
3469    7.10916E+00    3.02301E-01    -8.57611E-36    -2.27376E-01    2.74452E-10    6.26871E-08    2.46020E-09
3470    7.08194E+00    3.02603E-01    -8.55907E-36    -2.28951E-01    2.74164E-10    6.25362E-08    2.45540E-09
3471    7.05501E+00    3.02892E-01    -8.50760E-36    -2.30576E-01    2.73876E-10    6.23866E-08    2.45037E-09
3472    7.02839E+00    3.03170E-01    -8.42346E-36    -2.32250E-01    2.73589E-10    6.22384E-08    2.44511E-09
3473    7.00207E+00    3.03436E-01    -8.30843E-36    -2.33971E-01    2.73301E-10    6.20915E-08    2.43963E-09
3474    6.97604E+00    3.03689E-01    -8.16427E-36    -2.35739E-01    2.73014E-10    6.19460E-08    2.43392E-09
3475    6.95031E+00    3.03931E-01    -7.99277E-36    -2.37550E-01    2.72728E-10    6.18019E-08    2.42799E-09
3476    6.92488E+00    3.04158E-01    -7.79569E-36    -2.39407E-01    2.72441E-10    6.16591E-08    2.42185E-09
3477    6.89975E+00    3.04371E-01    -7.57481E-36    -2.41304E-01    2.72155E-10    6.15177E-08    2.41548E-09
3478    6.87492E+00    3.04572E-01    -7.33189E-36    -2.43243E-01    2.71869E-10    6.13776E-08    2.40890E-09
3479    6.85039E+00    3.04759E-01    -7.06872E-36    -2.45220E-01    2.71583E-10    6.12389E-08    2.40210E-09
3480    6.82617E+00    3.04932E-01    -6.78705E-36    -2.47236E-01    2.71298E-10    6.11016E-08    2.39509E-09
3481    6.80224E+00    3.05090E-01    -6.48867E-36    -2.49287E-01    2.71013E-10    6.09656E-08    2.38786E-09
3482    6.77861E+00    3.05234E-01    -6.17534E-36    -2.51373E-01    2.70728E-10    6.08310E-08    2.38043E-09
3483    6.75529E+00    3.05364E-01    -5.84884E-36    -2.53493E-01    2.70444E-10    6.06977E-08    2.37279E-09
3484    6.73226E+00    3.05479E-01    -5.51094E-36    -2.55644E-01    2.70160E-10    6.05659E-08    2.36494E-09
3485    6.70954E+00    3.05579E-01    -5.16341E-36    -2.57825E-01    2.69876E-10    6.04353E-08    2.35688E-09
3486    6.68712E+00    3.05664E-01    -4.80803E-36    -2.60036E-01    2.69592E-10    6.03062E-08    2.34862E-09
3487    6.66499E+00    3.05733E-01    -4.44656E-36    -2.62273E-01    2.69309E-10    6.01784E-08    2.34016E-09
3488    6.64317E+00    3.05787E-01    -4.08077E-36    -2.64537E-01    2.69025E-10    6.00520E-08    2.33149E-09
3489    6.62163E+00    3.05824E-01    -3.71245E-36    -2.66826E-01    2.68743E-10    5.99269E-08    2.32263E-09
3490    6.60039E+00    3.05846E-01    -3.34336E-36    -2.69138E-01    2.68460E-10    5.98032E-08    2.31357E-09
3491    6.57945E+00    3.05851E-01    -2.97527E-36    -2.71471E-01    2.68178E-10    5.96809E-08    2.30431E-09
3492    6.55880E+00    3.05841E-01    -2.60995E-36    -2.73826E-01    2.67896E-10    5.95600E-08    2.29486E-09
3493    6.53844E+00    3.05813E-01    -2.24919E-36    -2.76198E-01    2.67614E-10    5.94404E-08    2.28522E-09
3494    6.51837E+00    3.05769E-01    -1.89474E-36    -2.78587E-01    2.67332E-10    5.93222E-08    2.27538E-09
3495    6.49859E+00    3.05708E-01    -1.54838E-36    -2.80993E-01    2.67051E-10    5.92053E-08    2.26535E-09
3496    6.47910E+00    3.05631E-01    -1.21189E-36    -2.83413E-01    2.66770E-10    5.90898E-08    2.25514E-09
3497    6.45990E+00    3.05537E-01    -8.87036E-37    -2.85844E-01    2.66490E-10    5.89757E-08    2.24474E-09
3498    6.44098E+00    3.05425E-01    -5.75587E-37    -2.88289E-01    2.66209E-10    5.88630E-08    2.23415E-09
3499    6.42235E+00    3.05297E-01    -2.79318E-37    -2.90742E-01    2.65929E-10    5.87516E-08    2.22339E-09
3500    6.40400E+00    3.05150E-01    0.00000E+00    -2.93204E-01    2.65650E-10    5.86417E-08    2.21244E-09
3501    6.38593E+00    3.04987E-01    2.60969E-37    -2.95672E-01    2.65370E-10    5.85330E-08    2.20130E-09
3502    6.36813E+00    3.04806E-01    5.03689E-37    -2.98148E-01    2.65091E-10    5.84258E-08    2.19000E-09
3503    6.35061E+00    3.04607E-01    7.28635E-37    -3.00627E-01    2.64812E-10    5.83199E-08    2.17851E-09
3504    6.33336E+00    3.04390E-01    9.36282E-37    -3.03109E-01    2.64533E-10    5.82154E-08    2.16685E-09
3505    6.31638E+00    3.04156E-01    1.12710E-36    -3.05593E-01    2.64255E-10    5.81122E-08    2.15503E-09
3506    6.29968E+00    3.03904E-01    1.30158E-36    -3.08078E-01    2.63976E-10    5.80104E-08    2.14303E-09
3507    6.28324E+00    3.03633E-01    1.46018E-36    -3.10562E-01    2.63699E-10    5.79100E-08    2.13086E-09
3508    6.26707E+00    3.03345E-01    1.60337E-36    -3.13044E-01    2.63421E-10    5.78109E-08    2.11854E-09
3509    6.25117E+00    3.03040E-01    1.73165E-36    -3.15523E-01    2.63144E-10    5.77132E-08    2.10605E-09
3510    6.23553E+00    3.02716E-01    1.84547E-36    -3.17997E-01    2.62867E-10    5.76168E-08    2.09340E-09
3511    6.22015E+00    3.02374E-01    1.94532E-36    -3.20464E-01    2.62590E-10    5.75218E-08    2.08059E-09
3512    6.20503E+00    3.02014E-01    2.03167E-36    -3.22925E-01    2.62313E-10    5.74281E-08    2.06763E-09
3513    6.19017E+00    3.01637E-01    2.10499E-36    -3.25377E-01    2.62037E-10    5.73358E-08    2.05452E-09
3514    6.17556E+00    3.01241E-01    2.16576E-36    -3.27820E-01    2.61761E-10    5.72448E-08    2.04125E-09
3515    6.16119E+00    3.00828E-01    2.21445E-36    -3.30252E-01    2.61485E-10    5.71552E-08    2.02784E-09
3516    6.14708E+00    3.00396E-01    2.25154E-36    -3.32672E-01    2.61210E-10    5.70669E-08    2.01428E-09
3517    6.13322E+00    2.99946E-01    2.27751E-36    -3.35080E-01    2.60935E-10    5.69799E-08    2.00058E-09
3518    6.11959E+00    2.99479E-01    2.29282E-36    -3.37472E-01    2.60660E-10    5.68942E-08    1.98674E-09
3519    6.10620E+00    2.98993E-01    2.29796E-36    -3.39851E-01    2.60385E-10    5.68099E-08    1.97275E-09
3520    6.09306E+00    2.98489E-01    2.29340E-36    -3.42212E-01    2.60111E-10    5.67270E-08    1.95864E-09
3521    6.08015E+00    2.97968E-01    2.27960E-36    -3.44556E-01    2.59836E-10    5.66453E-08    1.94438E-09
3522    6.06746E+00    2.97428E-01    2.25706E-36    -3.46881E-01    2.59563E-10    5.65650E-08    1.93000E-09
3523    6.05501E+00    2.96871E-01    2.22624E-36    -3.49186E-01    2.59289E-10    5.64860E-08    1.91548E-09
3524    6.04278E+00    2.96296E-01    2.18761E-36    -3.51470E-01    2.59016E-10    5.64083E-08    1.90084E-09
3525    6.03077E+00    2.95704E-01    2.14166E-36    -3.53732E-01    2.58743E-10    5.63319E-08    1.88607E-09
3526    6.01898E+00    2.95094E-01    2.08885E-36    -3.55972E-01    2.58470E-10    5.62569E-08    1.87118E-09
3527    6.00741E+00    2.94467E-01    2.02966E-36    -3.58187E-01    2.58197E-10    5.61832E-08    1.85617E-09
3528    5.99605E+00    2.93822E-01    1.96458E-36    -3.60377E-01    2.57925E-10    5.61107E-08    1.84105E-09
3529    5.98489E+00    2.93160E-01    1.89406E-36    -3.62541E-01    2.57653E-10    5.60396E-08    1.82580E-09
3530    5.97394E+00    2.92481E-01    1.81859E-36    -3.64679E-01    2.57382E-10    5.59698E-08    1.81044E-09
3531    5.96319E+00    2.91785E-01    1.73863E-36    -3.66788E-01    2.57110E-10    5.59013E-08    1.79497E-09
3532    5.95264E+00    2.91072E-01    1.65468E-36    -3.68869E-01    2.56839E-10    5.58341E-08    1.77939E-09
3533    5.94228E+00    2.90341E-01    1.56719E-36    -3.70919E-01    2.56568E-10    5.57682E-08    1.76371E-09
3534    5.93211E+00    2.89596E-01    1.47665E-36    -3.72939E-01    2.56297E-10    5.57036E-08    1.74792E-09
3535    5.92213E+00    2.88833E-01    1.38353E-36    -3.74927E-01    2.56027E-10    5.56403E-08    1.73203E-09
3536    5.91233E+00    2.88054E-01    1.28831E-36    -3.76884E-01    2.55757E-10    5.55783E-08    1.71603E-09
3537    5.90270E+00    2.87260E-01    1.19145E-36    -3.78806E-01    2.55487E-10    5.55176E-08    1.69994E-09
3538    5.89325E+00    2.86449E-01    1.09344E-36    -3.80695E-01    2.55218E-10    5.54582E-08    1.68376E-09
3539    5.88398E+00    2.85624E-01    9.94748E-37    -3.82548E-01    2.54948E-10    5.54000E-08    1.66748E-09
3540    5.87488E+00    2.84783E-01    8.95850E-37    -3.84366E-01    2.54679E-10    5.53432E-08    1.65111E-09
3541    5.86594E+00    2.83928E-01    7.97221E-37    -3.86147E-01    2.54410E-10    5.52876E-08    1.63465E-09
3542    5.85715E+00    2.83057E-01    6.99335E-37    -3.87890E-01    2.54142E-10    5.52333E-08    1.61811E-09
3543    5.84852E+00    2.82172E-01    6.02668E-37    -3.89596E-01    2.53874E-10    5.51803E-08    1.60148E-09
3544    5.84005E+00    2.81272E-01    5.07694E-37    -3.91263E-01    2.53606E-10    5.51286E-08    1.58477E-09
3545    5.83172E+00    2.80358E-01    4.14888E-37    -3.92890E-01    2.53338E-10    5.50781E-08    1.56798E-09
3546    5.82354E+00    2.79430E-01    3.24726E-37    -3.94477E-01    2.53070E-10    5.50289E-08    1.55112E-09
3547    5.81549E+00    2.78488E-01    2.37681E-37    -3.96023E-01    2.52803E-10    5.49810E-08    1.53418E-09
3548    5.80758E+00    2.77532E-01    1.54228E-37    -3.97528E-01    2.52536E-10    5.49343E-08    1.51717E-09
3549    5.79980E+00    2.76563E-01    7.48430E-38    -3.98990E-01    2.52269E-10    5.48889E-08    1.50008E-09
3550    5.79216E+00    2.75582E-01    0.00000E+00    -4.00410E-01    2.52003E-10    5.48448E-08    1.48293E-09
3551    5.78463E+00    2.74587E-01    -6.99264E-38    -4.01786E-01    2.51737E-10    5.48019E-08    1.46572E-09
3552    5.77723E+00    2.73581E-01    -1.34963E-37    -4.03119E-01    2.51471E-10    5.47603E-08    1.44844E-09
3553    5.76993E+00    2.72561E-01    -1.95237E-37    -4.04406E-01    2.51205E-10    5.47199E-08    1.43110E-09
3554    5.76276E+00    2.71530E-01    -2.50876E-37    -4.05649E-01    2.50940E-10    5.46807E-08    1.41370E-09
3555    5.75569E+00    2.70486E-01    -3.02007E-37    -4.06847E-01    2.50675E-10    5.46428E-08    1.39624E-09
3556    5.74873E+00    2.69431E-01    -3.48757E-37    -4.07999E-01    2.50410E-10    5.46060E-08    1.37872E-09
3557    5.74187E+00    2.68365E-01    -3.91253E-37    -4.09104E-01    2.50145E-10    5.45705E-08    1.36115E-09
3558    5.73510E+00    2.67288E-01    -4.29623E-37    -4.10163E-01    2.49881E-10    5.45361E-08    1.34353E-09
3559    5.72844E+00    2.66199E-01    -4.63994E-37    -4.11173E-01    2.49617E-10    5.45029E-08    1.32586E-09
3560    5.72186E+00    2.65101E-01    -4.94492E-37    -4.12137E-01    2.49353E-10    5.44709E-08    1.30814E-09
3561    5.71537E+00    2.63991E-01    -5.21247E-37    -4.13053E-01    2.49089E-10    5.44400E-08    1.29037E-09
3562    5.70896E+00    2.62872E-01    -5.44383E-37    -4.13920E-01    2.48826E-10    5.44102E-08    1.27256E-09
3563    5.70263E+00    2.61743E-01    -5.64030E-37    -4.14738E-01    2.48563E-10    5.43816E-08    1.25470E-09
3564    5.69638E+00    2.60604E-01    -5.80313E-37    -4.15507E-01    2.48300E-10    5.43541E-08    1.23681E-09
3565    5.69020E+00    2.59455E-01    -5.93360E-37    -4.16227E-01    2.48037E-10    5.43277E-08    1.21887E-09
3566    5.68409E+00    2.58297E-01    -6.03299E-37    -4.16897E-01    2.47775E-10    5.43024E-08    1.20090E-09
3567    5.67804E+00    2.57130E-01    -6.10257E-37    -4.17517E-01    2.47513E-10    5.42781E-08    1.18289E-09
3568    5.67206E+00    2.55954E-01    -6.14360E-37    -4.18087E-01    2.47251E-10    5.42550E-08    1.16484E-09
3569    5.66612E+00    2.54770E-01    -6.15737E-37    -4.18606E-01    2.46990E-10    5.42329E-08    1.14677E-09
3570    5.66025E+00    2.53577E-01    -6.14514E-37    -4.19075E-01    2.46728E-10    5.42118E-08    1.12866E-09
3571    5.65442E+00    2.52377E-01    -6.10818E-37    -4.19493E-01    2.46467E-10    5.41918E-08    1.11053E-09
3572    5.64864E+00    2.51170E-01    -6.04777E-37    -4.19862E-01    2.46206E-10    5.41728E-08    1.09237E-09
3573    5.64291E+00    2.49956E-01    -5.96518E-37    -4.20179E-01    2.45946E-10    5.41548E-08    1.07419E-09
3574    5.63721E+00    2.48735E-01    -5.86168E-37    -4.20446E-01    2.45686E-10    5.41378E-08    1.05598E-09
3575    5.63155E+00    2.47507E-01    -5.73855E-37    -4.20661E-01    2.45426E-10    5.41218E-08    1.03776E-09
3576    5.62593E+00    2.46273E-01    -5.59706E-37    -4.20826E-01    2.45166E-10    5.41068E-08    1.01951E-09
3577    5.62033E+00    2.45033E-01    -5.43847E-37    -4.20941E-01    2.44906E-10    5.40927E-08    1.00125E-09
3578    5.61477E+00    2.43788E-01    -5.26406E-37    -4.21004E-01    2.44647E-10    5.40797E-08    9.82973E-10
3579    5.60923E+00    2.42537E-01    -5.07511E-37    -4.21017E-01    2.44388E-10    5.40675E-08    9.64683E-10
3580    5.60370E+00    2.41281E-01    -4.87288E-37    -4.20980E-01    2.44129E-10    5.40563E-08    9.46381E-10
3581    5.59819E+00    2.40020E-01    -4.65866E-37    -4.20892E-01    2.43871E-10    5.40460E-08    9.28071E-10
